Branch Path,Variable,Scenario,Region,2022,2030,2040,2050,Units,review_reason,notes
Demand\Freight road\Trucks\PHEV medium,Stock,Reference,New Zealand,0.0,,,,Device,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 0,Survival Rate,Reference,New Zealand,1.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 0,Vintage Profile Share,Reference,New Zealand,1.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 1,Survival Rate,Reference,New Zealand,0.99888655,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 1,Vintage Profile Share,Reference,New Zealand,0.88,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 10,Survival Rate,Reference,New Zealand,0.82353032,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 10,Vintage Profile Share,Reference,New Zealand,0.27850098,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 11,Survival Rate,Reference,New Zealand,0.78236236,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 11,Vintage Profile Share,Reference,New Zealand,0.24508086,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 12,Survival Rate,Reference,New Zealand,0.73644647,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 12,Vintage Profile Share,Reference,New Zealand,0.21567116,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 13,Survival Rate,Reference,New Zealand,0.68569921,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 13,Vintage Profile Share,Reference,New Zealand,0.18979062,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 14,Survival Rate,Reference,New Zealand,0.63004255,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 14,Vintage Profile Share,Reference,New Zealand,0.16701574,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 15,Survival Rate,Reference,New Zealand,0.56940313,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 15,Vintage Profile Share,Reference,New Zealand,0.14697385,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 16,Survival Rate,Reference,New Zealand,0.50371167,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 16,Vintage Profile Share,Reference,New Zealand,0.12933699,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 17,Survival Rate,Reference,New Zealand,0.4329025,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 17,Vintage Profile Share,Reference,New Zealand,0.11381655,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 18,Survival Rate,Reference,New Zealand,0.35691317,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 18,Vintage Profile Share,Reference,New Zealand,0.10015857,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 19,Survival Rate,Reference,New Zealand,0.27568409,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 19,Vintage Profile Share,Reference,New Zealand,0.08813954,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 2,Survival Rate,Reference,New Zealand,0.99488393,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 2,Vintage Profile Share,Reference,New Zealand,0.7744,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 20,Survival Rate,Reference,New Zealand,0.18915827,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 20,Vintage Profile Share,Reference,New Zealand,0.07756279,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 21,Survival Rate,Reference,New Zealand,0.09728107,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 21,Vintage Profile Share,Reference,New Zealand,0.06825526,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 22,Survival Rate,Reference,New Zealand,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 22,Vintage Profile Share,Reference,New Zealand,0.06006463,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 23,Survival Rate,Reference,New Zealand,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 23,Vintage Profile Share,Reference,New Zealand,0.05285687,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 24,Survival Rate,Reference,New Zealand,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 24,Vintage Profile Share,Reference,New Zealand,0.04651405,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 25,Survival Rate,Reference,New Zealand,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 25,Vintage Profile Share,Reference,New Zealand,0.04093236,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 26,Survival Rate,Reference,New Zealand,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 26,Vintage Profile Share,Reference,New Zealand,0.03602048,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 27,Survival Rate,Reference,New Zealand,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 27,Vintage Profile Share,Reference,New Zealand,0.03169802,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 28,Survival Rate,Reference,New Zealand,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 28,Vintage Profile Share,Reference,New Zealand,0.02789426,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 29,Survival Rate,Reference,New Zealand,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 29,Vintage Profile Share,Reference,New Zealand,0.02454695,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 3,Survival Rate,Reference,New Zealand,0.98751649,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 3,Vintage Profile Share,Reference,New Zealand,0.681472,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
Demand\Passenger road\Age 30,Survival Rate,Reference,New Zealand,0.0,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,
Demand\Passenger road\Age 30,Vintage Profile Share,Reference,New Zealand,0.02160131,,,,Share,Placeholder default. Replace with economy-specific researcher data when available.,Normalize across ages before use.
