Branch Path,Variable,Scenario,Year,Value,Units,share_decreased_from,note,DO_NOT_USE
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2059,0.027458950230837578,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE medium,Sales Share,Target,2059,0.1245824291835086,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE medium,Sales Share,Target,2060,0.04304030891665308,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE small,Sales Share,Target,2059,0.6619662353928288,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE small,Sales Share,Target,2060,0.022950134447276078,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV large,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV large,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV medium,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV medium,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV small,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV small,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2055,95.52022457291275,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2056,95.14654925148153,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2057,94.76849316253883,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2058,94.44763487093411,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2059,94.66575390368989,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2060,96.95431328483252,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2055,4.479775427087243,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2056,4.8534507485184575,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2057,5.231506837461178,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2058,5.5523651290658895,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2059,5.334246096310111,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2060,3.045686715167483,Share,,Survival-based replacement sales share used only where current 10MAS sales total is zero; 9th-edition shares retained in earlier years.,
