Branch Path,Variable,Scenario,Year,Value,Units,share_decreased_from,note,DO_NOT_USE
Demand\Passenger road\Buses\BEV,Sales Share,Target,2057,100.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\BEV,Sales Share,Target,2058,100.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\BEV,Sales Share,Target,2059,100.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\BEV,Sales Share,Target,2060,100.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2050,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2051,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2052,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2054,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2055,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2056,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2057,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\FCEV,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2050,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2051,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2052,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2054,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2055,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2056,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2057,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Buses\ICE,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2048,1.8302745427478868,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2049,1.7949332024327986,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2050,1.7545079872792628,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2051,1.7099296358386074,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2052,1.6643499569314806,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2053,1.6184085913406983,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2054,1.570608437329256,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2055,1.522356774511843,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2056,1.4793139323484183,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2057,1.4398930084796706,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2058,1.402987980233687,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2059,1.3636088371531458,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV large,Sales Share,Target,2060,1.3321949010509402,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2048,8.536426276228536,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2049,8.54112835030573,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2050,8.545958786252669,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2051,8.55630244201939,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2052,8.560204190214566,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2053,8.563749421745475,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2054,8.567342485467085,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2055,8.577161573368935,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2056,8.579803081488894,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2057,8.582314674348556,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2058,8.584827533816028,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2059,8.594068067257773,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV medium,Sales Share,Target,2060,8.597131222514914,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2048,89.63329918102359,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2049,89.66393844726149,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2050,89.69953322646808,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2051,89.733767922142,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2052,89.77544585285396,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2053,89.81784198691382,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2054,89.86204907720366,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2055,89.90048165211923,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2056,89.94088298616269,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2057,89.97779231717176,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2058,90.01218448595029,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2059,90.04232309558907,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\BEV small,Sales Share,Target,2060,90.07067387643414,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2048,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2049,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2050,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2051,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2052,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2054,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2055,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2056,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2057,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV large,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2048,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2049,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2050,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2051,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2052,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2054,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2055,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2056,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2057,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV medium,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2048,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2049,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2050,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2051,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2052,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2054,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2055,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2056,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2057,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\EREV small,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2048,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2049,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2050,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2051,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2052,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2054,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2055,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2056,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2057,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2048,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2049,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2050,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2051,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2052,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2054,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2055,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2056,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2057,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2048,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2049,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2050,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2051,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2052,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2054,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2055,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2056,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2057,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2048,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2049,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2050,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2051,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2052,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 05PRC sales total is zero; 9th-edition shares retained in earlier years.,
