Branch Path,Variable,Scenario,Year,Value,Units,share_decreased_from,note,DO_NOT_USE
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV large,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV medium,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\HEV small,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE large,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE medium,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE medium,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE medium,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE small,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE small,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\ICE small,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV large,Sales Share,Target,2058,0.186879085774856,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV large,Sales Share,Target,2059,0.13678382737274075,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV large,Sales Share,Target,2060,0.07861339939239392,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV medium,Sales Share,Target,2058,0.5469113037649634,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV medium,Sales Share,Target,2059,0.4003049407706419,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV medium,Sales Share,Target,2060,0.23006617662336584,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV small,Sales Share,Target,2058,6.146226634207296,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV small,Sales Share,Target,2059,4.464832508708196,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\LPVs\PHEV small,Sales Share,Target,2060,2.4548271199508873,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2053,100.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2054,100.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2055,100.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2056,100.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2057,100.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2058,100.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2059,100.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\BEV,Sales Share,Target,2060,100.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2053,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2054,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2055,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2056,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2057,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2058,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2059,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
Demand\Passenger road\Motorcycles\ICE,Sales Share,Target,2060,0.0,Share,,Survival-based replacement sales share used only where current 08JPN sales total is zero; 9th-edition shares retained in earlier years.,
